Population	Parent	Identity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	AlleleCount
1	22	780	0	0	1	2	1.000000	1.000000	20.809116	1
0	39	781	0	0	1	2	1.000000	1.000000	20.813160	1
0	479	786	0	0	1	4	1.000000	1.000000	20.842836	1
1	402	784	0	0	1	4	1.000000	1.000000	20.836065	2
1	183	792	1	0	1	2	1.124123	1.000000	20.882820	1
2	471	794	0	0	1	5	1.000000	1.000000	20.886618	3
0	398	795	0	0	1	6	1.000000	1.000000	20.900644	1
24	191	796	0	0	1	4	1.000000	1.000000	20.914799	41
0	0	797	0	0	1	1	1.000000	1.000000	20.932457	1
1	730	798	0	0	0	4	1.000000	1.000000	20.938496	1
1	757	800	0	0	0	7	1.000000	1.000000	20.960751	1
0	183	812	0	0	1	3	1.000000	1.000000	21.078434	1
0	182	805	0	0	1	3	1.000000	1.000000	20.999855	1
0	16	811	0	0	1	2	1.000000	1.000000	21.053545	1
0	366	807	0	0	1	4	1.000000	1.000000	21.004797	1
0	0	818	0	0	1	1	1.000000	1.000000	21.128279	1
0	183	817	0	0	1	3	1.000000	1.000000	21.126966	1
1	329	820	0	0	1	3	1.000000	1.000000	21.130661	1
1	0	821	1	0	1	0	1.014568	1.000000	21.137739	1
0	400	824	0	0	1	3	1.000000	1.000000	21.168163	1
0	568	825	0	0	1	5	1.000000	1.000000	21.204567	1
1	281	826	0	0	0	2	1.000000	1.000000	21.225975	1
0	183	829	0	0	1	3	1.000000	1.000000	21.274845	1
0	567	834	1	0	1	5	1.003059	1.000000	21.299988	1
0	355	832	0	0	1	2	1.000000	1.000000	21.279545	1
0	36	833	0	0	1	4	1.000000	1.000000	21.279675	1
1	555	835	0	0	0	8	1.000000	1.000000	21.308392	1
1	431	840	0	0	0	3	1.000000	1.000000	21.333809	1
11	584	837	0	0	1	3	1.000000	1.000000	21.319838	36
1	532	839	1	0	0	4	1.252439	1.000000	21.329782	1
0	637	842	1	0	1	5	1.268862	1.000000	21.374348	1
0	645	847	0	0	1	4	1.000000	1.000000	21.431522	1
0	183	848	0	0	1	3	1.000000	1.000000	21.435492	1
1	410	849	2	0	0	6	1.082248	1.000000	21.439203	1
1	23	850	0	0	0	2	1.000000	1.000000	21.442085	1
0	36	854	0	0	1	3	1.000000	1.000000	21.472729	1
1	263	853	0	0	1	4	1.000000	1.000000	21.466297	1
0	84	855	0	0	1	2	1.000000	1.000000	21.487944	1
0	130	857	0	0	1	3	1.000000	1.000000	21.497421	1
0	254	860	0	0	1	5	1.000000	1.000000	21.505877	1
1	23	863	0	0	0	2	1.000000	1.000000	21.526987	1
0	471	862	0	0	1	5	1.000000	1.000000	21.509516	1
0	293	865	0	0	1	2	1.000000	1.000000	21.537809	1
0	462	868	0	0	1	6	1.000000	1.000000	21.581507	1
1	0	869	0	0	1	1	1.000000	1.000000	21.593842	1
0	471	870	0	0	1	5	1.000000	1.000000	21.595455	1
7	479	871	0	0	1	4	1.000000	1.000000	21.612999	20
0	479	873	0	0	1	4	1.000000	1.000000	21.641306	1
1	833	876	0	0	1	5	1.000000	1.000000	21.663994	1
0	797	877	0	0	1	2	1.000000	1.000000	21.667934	1
0	308	878	0	0	1	3	1.000000	1.000000	21.669584	1
3	837	879	0	0	1	4	1.000000	1.000000	21.671988	4
4	837	883	0	0	1	4	1.000000	1.000000	21.702888	7
0	312	885	0	0	1	3	1.000000	1.000000	21.717522	1
1	542	886	0	0	1	6	1.000000	1.000000	21.728498	1
1	423	891	0	0	0	5	1.000000	1.000000	21.760952	1
0	22	889	0	0	1	3	1.000000	1.000000	21.744255	1
0	183	894	0	0	1	3	1.000000	1.000000	21.768866	2
0	183	893	0	0	1	3	1.000000	1.000000	21.760998	1
0	707	896	0	0	1	6	1.000000	1.000000	21.779980	1
1	747	898	0	0	1	3	1.000000	1.000000	21.784100	1
1	36	899	0	0	0	3	1.000000	1.000000	21.790741	1
1	824	900	0	0	1	5	1.000000	1.000000	21.802185	1
0	191	901	1	0	1	3	1.129768	1.000000	21.807461	1
0	186	903	1	0	1	4	1.229690	1.000000	21.823435	1
1	237	905	0	0	1	4	1.000000	1.000000	21.836582	1
1	901	909	1	0	0	4	1.129768	1.000000	21.870928	1
0	605	911	0	0	1	7	1.000000	1.000000	21.927708	1
0	142	912	0	0	1	2	1.000000	1.000000	21.959410	1
1	781	917	1	0	0	2	1.032225	1.000000	21.995907	1
2	871	916	0	0	1	5	1.000000	1.000000	21.989422	7
0	377	915	0	0	1	3	1.000000	1.000000	21.974756	2
0	911	918	0	0	1	8	1.000000	1.000000	21.996119	1
1	857	920	0	0	1	4	1.000000	1.000000	22.008192	1
1	500	921	0	0	1	4	1.000000	1.000000	22.009502	1
0	299	922	0	0	1	5	1.000000	1.000000	22.027014	1
1	230	923	0	0	1	3	1.000000	1.000000	22.031088	1
1	811	924	0	0	0	3	1.000000	1.000000	22.031483	1
1	0	925	0	0	0	1	1.000000	1.000000	22.045057	1
0	483	926	0	0	1	4	1.000000	1.000000	22.049633	1
2	561	927	0	0	1	3	1.000000	1.000000	22.054174	34
0	183	928	0	0	1	3	1.000000	1.000000	22.067921	1
0	918	929	0	0	1	9	1.000000	1.000000	22.072195	1
1	281	931	0	0	1	2	1.000000	1.000000	22.082338	1
0	2	932	0	0	1	2	1.000000	1.000000	22.112928	1
1	825	934	0	0	0	6	1.000000	1.000000	22.126366	1
0	16	938	0	0	1	2	1.000000	1.000000	22.222942	1
0	689	937	0	0	1	6	1.000000	1.000000	22.179800	1
1	385	939	0	0	0	6	1.000000	1.000000	22.249950	1
5	927	940	0	0	1	4	1.000000	1.000000	22.256586	12
1	703	941	0	0	1	5	1.000000	1.000000	22.274647	6
1	912	943	0	0	1	3	1.000000	1.000000	22.339672	1
0	473	945	0	0	1	7	1.000000	1.000000	22.362724	1
0	385	955	0	0	1	6	1.000000	1.000000	22.437086	1
0	579	947	0	0	1	3	1.000000	1.000000	22.386644	1
0	471	953	0	0	1	6	1.000000	1.000000	22.414415	1
1	79	962	0	0	1	3	1.000000	1.000000	22.489798	2
0	182	961	0	0	1	2	1.000000	1.000000	22.487617	1
0	557	963	0	0	1	3	1.000000	1.000000	22.489948	1
1	462	965	0	0	0	6	1.000000	1.000000	22.492956	1
1	191	970	0	0	1	4	1.000000	1.000000	22.519102	1
1	947	969	1	0	1	3	1.112295	1.000000	22.509207	1
0	675	971	1	0	1	4	1.340086	1.000000	22.555210	1
1	723	972	0	0	1	3	1.000000	1.000000	22.563244	1
0	927	973	0	0	1	4	1.000000	1.000000	22.579407	2
1	868	975	0	0	0	7	1.000000	1.000000	22.588310	1
1	619	976	0	0	1	5	1.000000	1.000000	22.588749	1
0	463	978	1	0	1	2	1.195405	1.000000	22.594164	1
0	479	979	0	0	1	4	1.000000	1.000000	22.598522	1
0	270	980	1	0	1	3	1.033351	1.000000	22.607033	1
1	546	985	1	0	1	4	1.030959	1.000000	22.649767	1
1	848	986	1	0	1	3	1.027957	1.000000	22.673933	1
1	183	990	0	0	0	3	1.000000	1.000000	22.709618	1
0	646	991	0	0	1	4	1.000000	1.000000	22.712107	3
1	784	993	0	0	1	5	1.000000	1.000000	22.746416	1
0	182	994	0	0	1	2	1.000000	1.000000	22.749020	1
1	980	995	1	0	0	4	1.033351	1.000000	22.765682	1
1	616	996	1	0	1	3	1.383612	1.000000	22.769827	1
0	698	998	1	0	1	1	1.013306	1.000000	22.808336	1
0	553	1003	1	0	1	5	1.268862	1.000000	22.849308	1
2	837	1001	0	0	0	4	1.000000	1.000000	22.829668	2
0	651	1006	0	0	1	6	1.000000	1.000000	22.894661	1
0	191	1007	0	0	1	4	1.000000	1.000000	22.901091	4
1	378	1008	0	0	0	3	1.000000	1.000000	22.907793	1
1	385	1009	0	0	0	6	1.000000	1.000000	22.910181	1
1	593	1011	0	0	1	5	1.000000	1.000000	22.957495	1
1	564	1017	0	0	0	2	1.000000	1.000000	22.991623	1
0	274	1014	0	0	1	6	1.000000	1.000000	22.969490	1
1	267	1016	1	0	1	4	1.268862	1.000000	22.983860	1
1	297	1019	1	0	0	2	1.118237	1.000000	23.003105	1
1	125	1020	1	0	0	3	1.000770	1.000000	23.010626	1
1	971	1021	1	0	1	5	1.340086	1.000000	23.025742	1
0	183	1022	0	0	1	3	1.000000	1.000000	23.028219	1
0	281	1023	0	0	1	2	1.000000	1.000000	23.031324	1
0	281	1024	0	0	1	2	1.000000	1.000000	23.057981	1
2	553	1026	1	0	0	5	1.268862	1.000000	23.069426	2
1	885	1028	0	0	0	4	1.000000	1.000000	23.099678	1
0	526	1032	1	0	1	3	1.003330	1.000000	23.123165	1
1	378	1031	0	0	0	3	1.000000	1.000000	23.120377	1
1	635	1033	0	0	0	4	1.000000	1.000000	23.134068	1
1	248	1034	0	0	1	3	1.000000	1.000000	23.145159	1
0	611	1035	0	0	1	6	1.000000	1.000000	23.156902	1
1	489	1040	0	0	1	3	1.000000	1.000000	23.211559	1
1	553	1039	1	0	0	5	1.268862	1.000000	23.191097	1
1	293	1041	0	0	0	2	1.000000	1.000000	23.220881	1
1	616	1043	1	0	1	3	1.383612	1.000000	23.230967	2
0	647	1051	0	0	1	4	1.000000	1.000000	23.293736	1
1	715	1045	0	0	0	3	1.000000	1.000000	23.259100	1
1	991	1050	0	0	1	5	1.000000	1.000000	23.284452	1
0	336	1048	0	0	1	3	1.000000	1.000000	23.267090	1
0	553	1053	1	0	1	5	1.268862	1.000000	23.309046	3
1	402	1057	0	0	0	4	1.000000	1.000000	23.326771	1
1	690	1055	0	0	1	5	1.000000	1.000000	23.315172	3
1	749	1056	1	0	1	2	1.085359	1.000000	23.315601	1
1	878	1058	0	0	1	4	1.000000	1.000000	23.356634	1
0	683	1060	0	0	1	4	1.000000	1.000000	23.373270	2
0	123	1061	0	0	1	5	1.000000	1.000000	23.414085	1
1	1048	1062	0	0	0	4	1.000000	1.000000	23.426462	1
1	476	1067	1	0	1	3	1.003895	1.000000	23.455204	1
0	84	1064	0	0	1	2	1.000000	1.000000	23.429470	1
0	479	1066	0	0	1	4	1.000000	1.000000	23.437506	1
0	763	1068	1	0	1	3	1.120702	1.000000	23.456659	1
7	616	1069	1	0	1	3	1.383612	1.000000	23.459599	46
1	561	1071	0	0	0	3	1.000000	1.000000	23.470858	1
0	598	1072	1	0	1	4	1.121654	1.000000	23.472187	1
6	616	1079	1	0	1	3	1.383612	1.000000	23.515995	13
0	462	1074	0	0	1	6	1.000000	1.000000	23.505247	14
2	0	1076	0	0	0	1	1.000000	1.000000	23.511724	2
6	293	1078	0	0	1	2	1.000000	1.000000	23.514723	12
0	588	1083	0	0	1	5	1.000000	1.000000	23.546091	1
0	22	1084	0	0	1	2	1.000000	1.000000	23.546171	1
1	687	1088	0	0	0	4	1.000000	1.000000	23.553434	1
0	1084	1086	0	0	1	3	1.000000	1.000000	23.548195	1
1	973	1089	0	0	1	5	1.000000	1.000000	23.554497	2
0	928	1090	1	0	1	3	1.088823	1.000000	23.559563	1
1	378	1097	0	0	1	3	1.000000	1.000000	23.611656	1
1	378	1098	0	0	1	3	1.000000	1.000000	23.611656	11
1	556	1096	0	0	0	3	1.000000	1.000000	23.601816	1
0	569	1095	1	0	1	3	1.272890	1.000000	23.598877	1
0	842	1099	1	0	1	6	1.268862	1.000000	23.621840	1
0	0	1100	0	0	1	1	1.000000	1.000000	23.637774	1
0	316	1101	0	0	1	4	1.000000	1.000000	23.637789	1
1	865	1108	0	0	1	3	1.000000	1.000000	23.698069	1
11	462	1105	1	0	1	5	1.013969	1.000000	23.650461	22
0	963	1109	0	0	1	4	1.000000	1.000000	23.707371	1
1	720	1110	0	0	1	5	1.000000	1.000000	23.709791	1
7	1069	1124	1	0	1	4	1.383612	1.000000	23.791817	7
1	614	1113	0	0	1	6	1.000000	1.000000	23.717779	1
0	676	1118	0	0	1	5	1.000000	1.000000	23.748333	1
1	807	1125	0	0	1	5	1.000000	1.000000	23.792048	1
1	676	1122	0	0	1	5	1.000000	1.000000	23.779657	1
1	553	1123	2	0	1	4	1.284807	1.000000	23.780512	3
1	1101	1126	0	0	0	5	1.000000	1.000000	23.796967	1
1	553	1128	1	0	0	5	1.268862	1.000000	23.825861	1
0	612	1129	0	0	1	5	1.000000	1.000000	23.825920	1
0	616	1130	1	0	1	3	1.383612	1.000000	23.827183	1
1	191	1132	1	0	1	3	1.021617	1.000000	23.836159	1
0	16	1133	1	0	1	1	1.074431	1.000000	23.838236	1
1	680	1137	0	0	1	5	1.000000	1.000000	23.850576	1
0	178	1135	1	0	1	2	1.119613	1.000000	23.844280	1
3	1007	1140	0	0	1	5	1.000000	1.000000	23.860935	4
1	752	1145	1	0	1	3	1.040237	1.000000	23.925398	1
0	673	1141	0	0	1	4	1.000000	1.000000	23.864082	1
1	255	1143	0	0	0	2	1.000000	1.000000	23.869205	1
0	893	1147	0	0	1	4	1.000000	1.000000	23.935135	1
1	1069	1148	2	0	1	3	1.455147	1.000000	23.937012	9
1	786	1149	0	0	0	5	1.000000	1.000000	23.941717	1
1	894	1152	0	0	0	4	1.000000	1.000000	23.956726	1
0	528	1151	0	0	1	4	1.000000	1.000000	23.953270	1
0	0	1154	0	0	1	1	1.000000	1.000000	23.987123	1
0	696	1155	1	0	1	5	1.268862	1.000000	23.990969	1
0	927	1156	0	0	1	4	1.000000	1.000000	23.994968	17
1	1129	1162	0	0	0	7	1.000000	1.000000	24.051432	1
2	241	1161	0	0	1	4	1.000000	1.000000	24.041748	3
0	1074	1165	0	0	1	7	1.000000	1.000000	24.084391	3
0	1074	1166	0	0	1	7	1.000000	1.000000	24.084391	11
1	84	1167	0	0	1	2	1.000000	1.000000	24.090679	1
1	991	1168	0	0	1	5	1.000000	1.000000	24.091734	2
10	1156	1169	0	0	1	5	1.000000	1.000000	24.099737	16
2	837	1170	0	0	1	4	1.000000	1.000000	24.109453	7
3	941	1175	0	0	1	6	1.000000	1.000000	24.181221	5
1	1100	1174	1	0	0	2	1.065509	1.000000	24.156870	1
1	182	1176	0	0	1	2	1.000000	1.000000	24.184729	1
1	847	1177	0	0	0	5	1.000000	1.000000	24.188980	1
1	312	1180	0	0	0	3	1.000000	1.000000	24.224977	1
1	740	1179	1	0	1	4	1.193557	1.000000	24.206615	1
1	79	1181	0	0	0	3	1.000000	1.000000	24.225746	1
1	124	1186	0	0	0	4	1.000000	1.000000	24.257338	1
1	545	1187	0	0	1	5	1.000000	1.000000	24.275846	1
0	703	1188	0	0	1	4	1.000000	1.000000	24.277126	1
0	777	1197	1	0	1	4	1.090827	1.000000	24.317343	1
0	883	1191	0	0	1	5	1.000000	1.000000	24.283758	1
0	495	1192	0	0	1	3	1.000000	1.000000	24.290407	1
1	209	1195	0	0	0	3	1.000000	1.000000	24.299995	1
1	16	1194	0	0	1	2	1.000000	1.000000	24.295137	1
1	471	1196	0	0	1	5	1.000000	1.000000	24.304146	4
0	481	1200	0	0	1	4	1.000000	1.000000	24.324110	1
1	182	1202	0	0	0	2	1.000000	1.000000	24.354553	1
1	23	1201	0	0	0	2	1.000000	1.000000	24.338917	1
0	0	1203	0	0	1	1	1.000000	1.000000	24.366098	1
0	572	1207	0	0	1	5	1.000000	1.000000	24.416588	1
0	747	1205	1	0	1	2	1.128709	1.000000	24.406361	6
0	805	1208	0	0	1	4	1.000000	1.000000	24.416616	1
2	1053	1215	1	0	1	6	1.268862	1.000000	24.485111	2
1	716	1213	0	0	0	5	1.000000	1.000000	24.438328	1
1	340	1211	2	0	1	5	1.418427	1.000000	24.419628	1
1	1066	1216	1	0	1	4	1.069848	1.000000	24.495373	1
2	293	1229	0	0	0	2	1.000000	1.000000	24.610394	2
0	263	1227	0	0	1	4	1.000000	1.000000	24.608202	1
0	79	1224	0	0	1	3	1.000000	1.000000	24.569298	1
1	697	1222	1	0	1	6	1.018019	1.000000	24.556608	1
0	559	1230	1	0	1	3	1.137217	1.000000	24.623114	1
0	1060	1238	0	0	1	5	1.000000	1.000000	24.687094	1
0	1022	1233	0	0	1	4	1.000000	1.000000	24.640978	1
1	349	1237	0	0	0	4	1.000000	1.000000	24.677202	1
1	124	1239	0	0	0	4	1.000000	1.000000	24.690306	1
1	1155	1243	1	0	0	6	1.268862	1.000000	24.770456	1
0	1095	1244	1	0	1	4	1.272890	1.000000	24.779198	1
1	471	1245	0	0	0	5	1.000000	1.000000	24.780128	1
0	500	1246	1	0	1	4	1.149478	1.000000	24.798922	1
1	616	1248	1	0	1	4	1.383612	1.000000	24.849049	1
0	0	1249	0	0	1	1	1.000000	1.000000	24.871023	1
0	1055	1252	0	0	1	6	1.000000	1.000000	24.945848	2
3	1165	1253	0	0	1	8	1.000000	1.000000	24.958679	3
1	1197	1254	1	0	1	5	1.090827	1.000000	24.965899	1
1	248	1255	0	0	0	3	1.000000	1.000000	24.981262	1
0	183	1256	1	0	1	2	1.029342	1.000000	24.992498	1
1	657	1257	1	0	0	5	1.040931	1.000000	24.996185	1
0	718	1258	0	0	1	5	1.000000	1.000000	25.007771	1
0	1035	1261	1	0	1	6	1.027818	1.000000	25.018629	1
1	36	1260	0	0	1	3	1.000000	1.000000	25.008156	1
0	754	1265	0	0	1	6	1.000000	1.000000	25.048542	1
0	1064	1263	0	0	1	3	1.000000	1.000000	25.027740	1
1	1098	1274	0	0	1	4	1.000000	1.000000	25.102150	9
1	16	1267	0	0	0	2	1.000000	1.000000	25.052780	1
1	1148	1268	2	0	1	4	1.455147	1.000000	25.056507	8
0	0	1269	0	0	1	1	1.000000	1.000000	25.058554	1
0	854	1271	0	0	1	4	1.000000	1.000000	25.060865	1
0	123	1273	0	0	1	5	1.000000	1.000000	25.073641	1
1	84	1275	0	0	0	2	1.000000	1.000000	25.102919	1
1	0	1279	0	0	1	1	1.000000	1.000000	25.106871	2
0	1014	1278	0	0	1	7	1.000000	1.000000	25.106344	1
0	1205	1280	1	0	1	3	1.128709	1.000000	25.107327	1
1	562	1281	1	0	0	4	1.001516	1.000000	25.119892	1
0	471	1282	0	0	1	5	1.000000	1.000000	25.140297	1
1	1154	1283	0	0	1	2	1.000000	1.000000	25.142841	1
0	223	1284	0	0	1	2	1.000000	1.000000	25.144800	1
0	471	1294	0	0	1	5	1.000000	1.000000	25.230473	1
0	774	1286	0	0	1	4	1.000000	1.000000	25.150820	1
7	1274	1293	0	0	1	5	1.000000	1.000000	25.227571	8
0	16	1297	0	0	1	2	1.000000	1.000000	25.257187	1
0	263	1299	0	0	1	4	1.000000	1.000000	25.270905	1
1	557	1300	0	0	1	3	1.000000	1.000000	25.275318	1
1	0	1303	0	0	0	1	1.000000	1.000000	25.286732	1
1	385	1304	0	0	0	6	1.000000	1.000000	25.307997	1
1	829	1306	0	0	1	4	1.000000	1.000000	25.324949	1
0	1168	1311	0	0	1	6	1.000000	1.000000	25.347742	1
0	896	1313	0	0	1	7	1.000000	1.000000	25.349966	1
0	183	1315	0	0	1	3	1.000000	1.000000	25.363728	1
1	0	1319	0	0	0	1	1.000000	1.000000	25.380001	1
1	796	1317	0	0	1	5	1.000000	1.000000	25.371725	3
1	1271	1323	0	0	1	5	1.000000	1.000000	25.417593	1
1	796	1321	1	0	1	4	1.013905	1.000000	25.397457	1
0	1233	1324	0	0	1	5	1.000000	1.000000	25.419968	1
4	940	1333	0	0	1	5	1.000000	1.000000	25.492064	5
1	563	1326	0	0	0	6	1.000000	1.000000	25.429121	1
0	1147	1331	1	0	1	4	1.024801	1.000000	25.460947	1
1	540	1329	0	0	0	5	1.000000	1.000000	25.449213	1
0	290	1334	0	0	1	6	1.000000	1.000000	25.507437	1
2	916	1335	0	0	1	6	1.000000	1.000000	25.515148	3
0	599	1336	0	0	1	3	1.000000	1.000000	25.516130	1
1	293	1337	0	0	1	2	1.000000	1.000000	25.517326	1
5	250	1341	0	0	1	4	1.000000	1.000000	25.540462	13
1	123	1339	0	0	1	5	1.000000	1.000000	25.533173	1
1	412	1340	0	0	1	7	1.000000	1.000000	25.533459	1
0	837	1350	1	0	1	3	1.037863	1.000000	25.572321	1
1	1280	1344	1	0	0	4	1.128709	1.000000	25.551966	1
0	385	1355	0	0	1	6	1.000000	1.000000	25.596554	1
1	0	1347	0	0	1	1	1.000000	1.000000	25.560265	1
4	1205	1348	1	0	1	3	1.128709	1.000000	25.568077	4
0	479	1357	1	0	1	3	1.063726	1.000000	25.604303	1
1	953	1354	0	0	0	7	1.000000	1.000000	25.593819	1
1	43	1356	0	0	0	2	1.000000	1.000000	25.597208	1
1	889	1365	0	0	1	4	1.000000	1.000000	25.652161	1
2	1268	1359	2	0	1	5	1.455147	1.000000	25.607821	7
0	916	1366	0	0	1	6	1.000000	1.000000	25.658918	1
1	1130	1369	1	0	0	4	1.383612	1.000000	25.675976	1
0	132	1370	0	0	1	2	1.000000	1.000000	25.677547	1
1	1315	1381	1	0	0	3	1.146118	1.000000	25.734877	1
1	772	1372	0	0	1	5	1.000000	1.000000	25.690691	1
0	185	1374	0	0	1	4	1.000000	1.000000	25.706255	1
1	378	1378	0	0	1	3	1.000000	1.000000	25.721033	1
0	817	1382	1	0	1	3	1.107598	1.000000	25.761971	1
1	1299	1383	0	0	0	5	1.000000	1.000000	25.775572	1
0	682	1384	0	0	1	4	1.000000	1.000000	25.776522	1
1	553	1390	1	0	0	5	1.268862	1.000000	25.801178	1
0	1263	1388	1	0	1	3	1.006013	1.000000	25.797731	1
0	553	1389	1	0	1	5	1.268862	1.000000	25.798223	1
1	79	1392	0	0	1	3	1.000000	1.000000	25.834259	1
0	1083	1399	0	0	1	6	1.000000	1.000000	25.885044	1
1	1252	1395	0	0	0	7	1.000000	1.000000	25.861679	1
3	227	1400	0	0	1	3	1.000000	1.000000	25.918629	3
0	616	1401	1	0	1	3	1.383612	1.000000	25.918789	1
1	1078	1404	0	0	1	3	1.000000	1.000000	25.936834	1
1	511	1403	0	0	0	2	1.000000	1.000000	25.928263	1
1	0	1405	0	0	1	1	1.000000	1.000000	25.951120	1
0	1060	1411	0	0	1	5	1.000000	1.000000	25.989708	1
0	994	1407	2	0	1	2	1.060482	1.000000	25.958370	1
1	543	1412	0	0	1	6	1.000000	1.000000	25.990719	1
1	0	1418	1	0	1	0	1.008980	1.000000	26.027155	1
1	1286	1419	0	0	0	5	1.000000	1.000000	26.032358	1
0	961	1416	0	0	1	3	1.000000	1.000000	26.001511	1
1	1258	1420	0	0	0	6	1.000000	1.000000	26.040194	1
2	1078	1421	0	0	1	3	1.000000	1.000000	26.047264	3
1	407	1422	1	0	1	3	1.083169	1.000000	26.051451	1
1	1069	1430	1	0	1	4	1.383612	1.000000	26.103477	1
1	818	1425	0	0	0	2	1.000000	1.000000	26.075756	1
1	338	1429	0	0	0	6	1.000000	1.000000	26.090170	1
5	1105	1428	1	0	1	6	1.013969	1.000000	26.088003	5
1	1003	1443	2	0	0	5	1.493084	1.000000	26.174603	1
9	1166	1442	0	0	1	8	1.000000	1.000000	26.168722	9
1	170	1440	0	0	0	3	1.000000	1.000000	26.159609	1
1	1032	1444	1	0	1	4	1.003330	1.000000	26.183014	1
0	254	1445	0	0	1	5	1.000000	1.000000	26.187254	1
1	1043	1447	1	0	0	4	1.383612	1.000000	26.219513	1
0	23	1448	0	0	1	2	1.000000	1.000000	26.224770	1
1	79	1449	1	0	0	2	1.095846	1.000000	26.244652	1
1	556	1450	0	0	1	3	1.000000	1.000000	26.247322	1
1	1196	1451	0	0	1	6	1.000000	1.000000	26.252882	3
0	16	1452	1	0	1	1	1.105466	1.000000	26.253988	1
0	1336	1453	0	0	1	4	1.000000	1.000000	26.254541	1
1	877	1454	0	0	1	3	1.000000	1.000000	26.255142	1
1	1023	1461	0	0	1	3	1.000000	1.000000	26.279436	1
1	1098	1458	0	0	0	4	1.000000	1.000000	26.273209	1
1	616	1460	1	0	0	3	1.383612	1.000000	26.279430	1
1	254	1462	0	0	1	5	1.000000	1.000000	26.289474	1
1	747	1464	0	0	0	3	1.000000	1.000000	26.316835	1
1	481	1466	1	0	0	2	1.033883	1.000000	26.340557	1
1	471	1468	1	0	0	4	1.018982	1.000000	26.348345	1
0	862	1471	1	0	1	5	1.041302	1.000000	26.367424	1
0	286	1470	1	0	1	4	1.053581	1.000000	26.361666	1
0	1249	1475	0	0	1	2	1.000000	1.000000	26.389948	1
1	267	1474	1	0	0	4	1.268862	1.000000	26.380854	1
1	1203	1482	0	0	0	2	1.000000	1.000000	26.446007	1
0	241	1481	0	0	1	4	1.000000	1.000000	26.445190	1
0	1313	1489	0	0	1	8	1.000000	1.000000	26.500868	1
4	796	1486	0	0	1	5	1.000000	1.000000	26.455046	5
0	472	1490	0	0	1	5	1.000000	1.000000	26.502491	1
1	883	1488	0	0	1	6	1.000000	1.000000	26.460896	2
1	553	1491	1	0	1	5	1.268862	1.000000	26.517143	2
1	1079	1495	1	0	1	4	1.383612	1.000000	26.532347	2
1	567	1493	1	0	1	5	1.003059	1.000000	26.518904	1
1	634	1496	0	0	0	6	1.000000	1.000000	26.539070	1
1	1279	1498	0	0	0	2	1.000000	1.000000	26.542952	1
1	1078	1506	0	0	1	3	1.000000	1.000000	26.582003	1
1	509	1505	0	0	0	8	1.000000	1.000000	26.577789	1
1	1140	1503	0	0	0	6	1.000000	1.000000	26.569487	1
0	1334	1507	0	0	1	7	1.000000	1.000000	26.586903	1
0	183	1510	1	0	1	2	1.149032	1.000000	26.637335	2
1	691	1511	0	0	0	3	1.000000	1.000000	26.638115	1
0	1331	1515	1	0	1	5	1.024801	1.000000	26.668835	1
1	385	1525	0	0	1	6	1.000000	1.000000	26.701544	1
0	962	1517	0	0	1	4	1.000000	1.000000	26.675264	1
1	1118	1522	0	0	1	6	1.000000	1.000000	26.686357	1
1	1495	1520	1	0	0	5	1.383612	1.000000	26.685173	1
1	639	1526	0	0	0	3	1.000000	1.000000	26.714550	1
0	273	1534	0	0	1	4	1.000000	1.000000	26.770231	1
7	1069	1528	1	0	1	4	1.383612	1.000000	26.720728	13
1	703	1537	0	0	1	4	1.000000	1.000000	26.792919	1
1	932	1536	0	0	0	3	1.000000	1.000000	26.788435	1
0	1355	1540	0	0	1	7	1.000000	1.000000	26.810923	1
1	1366	1545	0	0	0	7	1.000000	1.000000	26.829426	1
1	0	1542	0	0	0	1	1.000000	1.000000	26.814148	1
0	385	1543	0	0	1	6	1.000000	1.000000	26.823174	1
1	1261	1544	1	0	0	7	1.027818	1.000000	26.824539	1
0	1246	1546	1	0	1	5	1.149478	1.000000	26.848038	1
0	714	1547	0	0	1	4	1.000000	1.000000	26.850729	1
1	796	1553	0	0	0	5	1.000000	1.000000	26.874353	1
1	267	1550	1	0	1	4	1.268862	1.000000	26.863628	1
0	1388	1555	1	0	1	4	1.006013	1.000000	26.938023	1
1	567	1556	1	0	0	5	1.003059	1.000000	26.947906	1
1	183	1557	1	0	0	2	1.022243	1.000000	26.959167	1
0	1079	1558	1	0	1	4	1.383612	1.000000	26.979412	1
1	281	1559	0	0	0	2	1.000000	1.000000	26.981054	1
1	98	1562	1	0	0	2	1.072363	1.000000	27.022398	1
1	281	1563	0	0	0	2	1.000000	1.000000	27.026451	1
0	1384	1577	0	0	1	5	1.000000	1.000000	27.120377	1
0	894	1568	0	0	1	4	1.000000	1.000000	27.060980	1
0	281	1592	0	0	1	2	1.000000	1.000000	27.190231	1
0	1510	1576	1	0	1	3	1.149032	1.000000	27.117985	2
0	860	1580	0	0	1	6	1.000000	1.000000	27.133047	1
1	855	1582	0	0	0	3	1.000000	1.000000	27.160444	1
1	538	1584	0	0	1	3	1.000000	1.000000	27.161970	1
0	1169	1585	1	0	1	5	1.013474	1.000000	27.166168	1
0	471	1586	0	0	1	5	1.000000	1.000000	27.166216	1
1	940	1593	0	0	1	5	1.000000	1.000000	27.200861	2
