0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	3	1	1	1	3	1	4	3	2	2	2	2	3	3	1	3	2	3	2	2	4	1	1	2	2	1	3	1	1	1	1	1	2	2	2	2	1	2	2	1	5	3	3	1	
-99	0	2	2	2	2	2	2	2	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	0	2	2	2	2	2	2	1	3	2	2	2	2	3	2	3	2	2	1	2	2	2	2	4	2	3	4	3	3	3	3	4	4	2	4	3	2	3	3	3	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	4	4	4	2	
-99	-99	-99	0	2	2	2	2	2	3	1	2	2	2	2	1	2	3	2	2	3	4	2	2	2	4	2	5	2	3	3	3	3	4	4	2	4	1	4	1	3	5	2	2	3	3	2	4	2	2	2	2	2	1	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	0	2	2	2	2	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	3	1	3	4	4	2	2	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	0	2	2	2	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	1	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	0	2	2	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	1	3	3	2	3	3	2	6	4	2	2	
-99	-99	-99	-99	-99	-99	-99	0	2	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	3	3	1	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	0	3	3	2	2	2	2	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	1	3	3	2	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	0	4	3	3	3	3	4	3	4	3	3	2	1	3	3	3	5	3	2	5	4	4	4	4	5	5	3	5	4	1	4	4	2	3	3	4	4	3	5	3	3	3	3	3	4	4	4	4	3	4	4	3	3	5	5	3	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	3	3	3	3	2	3	4	3	3	4	5	3	3	3	5	3	6	1	4	4	4	4	5	5	3	5	2	5	2	4	6	3	3	4	4	3	5	3	3	3	3	3	2	4	4	4	3	4	4	3	7	5	5	3	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	2	2	2	3	2	1	2	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	2	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	2	2	3	2	3	2	2	3	4	2	2	2	2	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	2	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	3	2	3	2	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	3	4	3	3	4	5	3	3	3	5	3	6	3	4	4	4	4	5	5	3	5	2	5	2	4	6	3	3	4	4	3	5	3	3	3	3	3	2	4	4	4	3	4	4	3	7	5	5	3	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	3	2	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	3	3	4	5	3	3	3	5	3	6	5	4	4	4	4	5	1	3	5	4	5	4	4	6	3	3	4	4	3	5	3	3	3	3	3	4	4	4	4	3	4	4	3	7	5	5	3	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	2	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	1	3	2	4	2	2	2	2	2	3	3	1	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	3	4	2	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	3	3	3	3	5	3	4	5	4	4	4	4	5	5	3	5	4	3	4	4	4	3	3	4	4	3	5	3	3	3	3	3	4	4	4	4	3	4	4	3	5	5	5	3	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	4	4	4	6	4	1	6	5	5	5	5	6	6	4	6	5	2	5	5	3	4	4	5	5	4	6	4	4	4	4	4	5	5	5	5	4	5	5	4	2	6	6	4	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	2	2	4	2	5	4	3	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	1	2	4	2	2	2	2	2	3	3	3	3	2	3	3	2	6	2	4	2	
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	2	4	2	5	4	1	3	3	3	4	4	2	4	3	4	3	3	5	2	2	3	3	2	2	2	2	2	2	2	3	3	3	3	2	3	3	2	6	4	4	2	
