NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	Parent	Population	BirthRate	MigrationRate	DriverMutations	MigrationMutations	PassengerMutations
849	1	-1	-1	30.591749	88	0	0	1.000000	1.000000	0	0	1
849	1	-1	-1	30.591749	89	25	1	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	90	22	0	1.000352	1.000000	1	0	2
849	1	-1	-1	30.591749	91	21	1	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	95	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	97	8	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	104	34	0	1.446964	1.000000	1	0	3
849	1	-1	-1	30.591749	107	78	0	1.143454	1.000000	1	0	3
849	1	-1	-1	30.591749	108	83	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	109	26	5	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	111	26	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	112	50	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	115	33	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	116	8	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	117	27	0	1.277686	1.000000	2	0	0
849	1	-1	-1	30.591749	125	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	123	66	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	124	66	5	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	130	10	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	131	0	0	1.000000	1.000000	0	0	1
849	1	-1	-1	30.591749	134	104	0	1.446964	1.000000	1	0	4
849	1	-1	-1	30.591749	136	26	0	1.116836	1.000000	1	0	2
849	1	-1	-1	30.591749	137	0	0	1.000000	1.000000	0	0	1
849	1	-1	-1	30.591749	138	81	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	141	57	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	140	4	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	148	15	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	143	67	8	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	146	69	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	149	134	0	1.446964	1.000000	1	0	5
849	1	-1	-1	30.591749	150	8	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	153	88	1	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	152	22	0	1.000352	1.000000	1	0	3
849	1	-1	-1	30.591749	155	22	1	1.000352	1.000000	1	0	3
849	1	-1	-1	30.591749	156	56	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	157	4	0	1.043606	1.000000	1	0	1
849	1	-1	-1	30.591749	159	26	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	160	4	0	1.000000	1.000000	0	0	3
