Generation	Population	RecentBirths	RecentDeaths	RecentMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
199.394150	41783	373983	370185	373983	3.557045	0.000814	3.080557	0.000813	1.000387	1.000000	0.000253	0.000000	41695	4316	5	41611	41611	41749	34	0	0	0	0	0	0	0	0	0
200.394165	42278	16225	16033	16225	3.573159	0.000899	3.096961	0.000898	1.000435	1.000000	0.000281	0.000000	42169	4370	5	42057	42057	42240	38	0	0	0	0	0	0	0	0	0
201.394165	42699	58804	58191	58804	3.587274	0.000890	3.141854	0.000889	1.000417	1.000000	0.000266	0.000000	42583	4426	7	42479	42479	42661	38	0	0	0	0	0	0	0	0	0
202.394180	43135	101726	100677	101726	3.611731	0.000974	3.184959	0.000973	1.000461	1.000000	0.000300	0.000000	43038	4436	6	42923	42923	43093	42	0	0	0	0	0	0	0	0	0
203.394180	43589	145072	143569	145072	3.632017	0.001170	3.218411	0.001169	1.000647	1.000000	0.000446	0.000000	43463	4456	6	43367	43367	43538	51	0	0	0	0	0	0	0	0	0
204.394180	44044	188859	186901	188859	3.639860	0.001385	3.226891	0.001383	1.000811	1.000000	0.000568	0.000000	43925	4492	8	43819	43819	43983	61	0	0	0	0	0	0	0	0	0
205.394196	44453	233028	230661	233028	3.665174	0.001485	3.246106	0.001483	1.000877	1.000000	0.000614	0.000000	44344	4523	8	44261	44261	44387	66	0	0	0	0	0	0	0	0	0
206.394211	44884	277840	275042	277840	3.684164	0.001738	3.265862	0.001735	1.001033	1.000000	0.000723	0.000000	44794	4623	7	44686	44686	44806	78	0	0	0	0	0	0	0	0	0
207.394226	45413	322919	319592	322919	3.708784	0.001938	3.304171	0.001934	1.001212	1.000000	0.000859	0.000000	45288	4691	6	45169	45169	45325	88	0	0	0	0	0	0	0	0	0
208.394241	45875	368700	364911	368700	3.728087	0.002114	3.333296	0.002110	1.001324	1.000000	0.000944	0.000000	45759	4732	6	45644	45644	45778	97	0	0	0	0	0	0	0	0	0
209.394241	46343	414839	410582	414839	3.750361	0.002266	3.351678	0.002261	1.001423	1.000000	0.001011	0.000000	46214	4776	6	46104	46104	46238	105	0	0	0	0	0	0	0	0	0
210.394226	46828	17998	17812	17998	3.768707	0.002456	3.387563	0.002450	1.001572	1.000000	0.001127	0.000000	46704	4829	5	46595	46595	46713	115	0	0	0	0	0	0	0	0	0
211.394257	47349	64924	64217	64924	3.786796	0.002598	3.414337	0.002591	1.001661	1.000000	0.001195	0.000000	47231	4898	5	47120	47120	47226	123	0	0	0	0	0	0	0	0	0
212.394272	47870	112862	111634	112862	3.798182	0.002674	3.452026	0.002667	1.001727	1.000000	0.001248	0.000000	47741	4954	5	47615	47615	47742	128	0	0	0	0	0	0	0	0	0
213.394287	48361	161163	159444	161163	3.809929	0.002729	3.471303	0.002722	1.001835	1.000000	0.001328	0.000000	48242	5032	5	48107	48107	48229	132	0	0	0	0	0	0	0	0	0
214.394287	48801	209681	207522	209681	3.831356	0.002848	3.497904	0.002840	1.001888	1.000000	0.001356	0.000000	48676	5081	5	48542	48542	48662	139	0	0	0	0	0	0	0	0	0
215.394302	49266	258668	256044	258668	3.855945	0.003045	3.528020	0.003036	1.002016	1.000000	0.001447	0.000000	49132	5140	4	49024	49024	49116	150	0	0	0	0	0	0	0	0	0
216.394302	49720	308299	305221	308299	3.871400	0.003138	3.563092	0.003128	1.002058	1.000000	0.001471	0.000000	49585	5162	4	49494	49494	49564	156	0	0	0	0	0	0	0	0	0
217.394302	50216	358185	354611	358185	3.889557	0.003365	3.584923	0.003354	1.002141	1.000000	0.001524	0.000000	50079	5185	5	49953	49953	50047	169	0	0	0	0	0	0	0	0	0
218.394302	50703	409042	404981	409042	3.907579	0.003688	3.620058	0.003675	1.002360	1.000000	0.001678	0.000000	50578	5220	6	50461	50461	50516	187	0	0	0	0	0	0	0	0	0
219.394302	51256	460024	455410	460024	3.927618	0.004039	3.634881	0.004022	1.002553	1.000000	0.001813	0.000000	51114	5330	6	50976	50976	51049	207	0	0	0	0	0	0	0	0	0
220.394333	51707	19782	19571	19782	3.947899	0.004680	3.668622	0.004658	1.002896	1.000000	0.002043	0.000000	51575	5393	6	51456	51456	51465	242	0	0	0	0	0	0	0	0	0
221.394333	52227	71638	70907	71638	3.968407	0.004863	3.674051	0.004840	1.003145	1.000000	0.002239	0.000000	52098	5432	8	51978	51978	51973	254	0	0	0	0	0	0	0	0	0
222.394348	52777	124765	123484	124765	3.988404	0.005267	3.714626	0.005240	1.003362	1.000000	0.002389	0.000000	52612	5489	9	52479	52479	52499	278	0	0	0	0	0	0	0	0	0
223.394363	53230	178248	176514	178248	4.009262	0.005260	3.741812	0.005233	1.003352	1.000000	0.002387	0.000000	53099	5547	7	52972	52972	52950	280	0	0	0	0	0	0	0	0	0
224.394363	53780	232016	229732	232016	4.030290	0.005522	3.755959	0.005492	1.003471	1.000000	0.002462	0.000000	53639	5609	8	53487	53487	53483	297	0	0	0	0	0	0	0	0	0
225.394363	54219	286234	283511	286234	4.041259	0.005902	3.786082	0.005867	1.003750	1.000000	0.002671	0.000000	54099	5715	9	53979	53979	53899	320	0	0	0	0	0	0	0	0	0
226.394363	54712	340793	337577	340793	4.055418	0.006507	3.818499	0.006464	1.004099	1.000000	0.002914	0.000000	54569	5765	9	54446	54446	54356	356	0	0	0	0	0	0	0	0	0
227.394394	55186	395725	392035	395725	4.079712	0.007049	3.841223	0.006999	1.004412	1.000000	0.003143	0.000000	55051	5751	10	54915	54915	54797	389	0	0	0	0	0	0	0	0	0
228.394409	55681	451992	447807	451992	4.089510	0.007723	3.843946	0.007663	1.004842	1.000000	0.003446	0.000000	55547	5782	10	55411	55411	55251	430	0	0	0	0	0	0	0	0	0
229.394424	56215	508025	503306	508025	4.099973	0.008094	3.875034	0.008028	1.005048	1.000000	0.003585	0.000000	56049	5865	9	55912	55912	55760	455	0	0	0	0	0	0	0	0	0
230.394424	56718	22037	21829	22037	4.116524	0.008410	3.906472	0.008339	1.005266	1.000000	0.003741	0.000000	56558	5925	10	56417	56417	56241	477	0	0	0	0	0	0	0	0	0
231.394424	57239	79539	78810	79539	4.136498	0.008683	3.933775	0.008607	1.005471	1.000000	0.003896	0.000000	57105	6023	10	56955	56955	56742	497	0	0	0	0	0	0	0	0	0
232.394440	57744	137073	135839	137073	4.159324	0.009144	3.977788	0.009060	1.005798	1.000000	0.004131	0.000000	57586	6114	9	57450	57450	57216	528	0	0	0	0	0	0	0	0	0
233.394485	58262	195422	193670	195422	4.170540	0.009268	3.981373	0.009182	1.005831	1.000000	0.004152	0.000000	58105	6187	10	57952	57952	57722	540	0	0	0	0	0	0	0	0	0
234.394485	58789	254361	252082	254361	4.196737	0.009985	3.995344	0.009885	1.006156	1.000000	0.004355	0.000000	58623	6222	12	58472	58472	58202	587	0	0	0	0	0	0	0	0	0
235.394485	59278	313893	311125	313893	4.203752	0.010594	4.023088	0.010482	1.006591	1.000000	0.004662	0.000000	59102	6214	11	58953	58953	58650	628	0	0	0	0	0	0	0	0	0
236.394516	59777	373942	370675	373942	4.220737	0.010840	4.050863	0.010723	1.006750	1.000000	0.004772	0.000000	59630	6293	12	59475	59475	59129	648	0	0	0	0	0	0	0	0	0
237.394531	60308	434525	430727	434525	4.236204	0.011474	4.082455	0.011342	1.007282	1.000000	0.005165	0.000000	60151	6330	11	60029	60029	59616	692	0	0	0	0	0	0	0	0	0
238.394531	60854	495227	490883	495227	4.249614	0.011749	4.104506	0.011612	1.007412	1.000000	0.005240	0.000000	60699	6409	12	60554	60554	60139	715	0	0	0	0	0	0	0	0	0
239.394547	61417	556701	551794	556701	4.266799	0.011951	4.144364	0.011808	1.007660	1.000000	0.005433	0.000000	61251	6475	13	61103	61103	60683	734	0	0	0	0	0	0	0	0	0
240.394547	61955	23596	23389	23596	4.287483	0.012219	4.173298	0.012069	1.007784	1.000000	0.005511	0.000000	61805	6531	13	61660	61660	61198	757	0	0	0	0	0	0	0	0	0
241.394547	62517	86794	86025	86794	4.301278	0.012685	4.198809	0.012524	1.008071	1.000000	0.005719	0.000000	62359	6623	13	62181	62181	61724	793	0	0	0	0	0	0	0	0	0
242.394547	62974	150045	148819	150045	4.321275	0.013402	4.215503	0.013223	1.008440	1.000000	0.005970	0.000000	62819	6683	14	62656	62656	62130	844	0	0	0	0	0	0	0	0	0
243.394547	63491	213695	211952	213695	4.333433	0.013781	4.221334	0.013591	1.008732	1.000000	0.006174	0.000000	63308	6699	15	63147	63147	62616	875	0	0	0	0	0	0	0	0	0
244.394562	63995	278076	275829	278076	4.349824	0.014095	4.247518	0.013897	1.008872	1.000000	0.006264	0.000000	63834	6772	15	63678	63678	63093	902	0	0	0	0	0	0	0	0	0
245.394562	64588	343154	340314	343154	4.367034	0.014600	4.289252	0.014386	1.009209	1.000000	0.006493	0.000000	64409	6853	14	64250	64250	63645	943	0	0	0	0	0	0	0	0	0
246.394562	65134	408452	405066	408452	4.383410	0.015000	4.287600	0.014775	1.009463	1.000000	0.006679	0.000000	64975	6943	14	64806	64806	64157	977	0	0	0	0	0	0	0	0	0
247.394577	65656	474521	470613	474521	4.400679	0.015429	4.300964	0.015192	1.009750	1.000000	0.006886	0.000000	65505	7013	14	65352	65352	64643	1013	0	0	0	0	0	0	0	0	0
248.394577	66255	541365	536858	541365	4.414157	0.015501	4.310664	0.015261	1.009928	1.000000	0.007023	0.000000	66096	7071	15	65918	65918	65228	1027	0	0	0	0	0	0	0	0	0
249.394592	66800	608122	603070	608122	4.439281	0.016153	4.335365	0.015892	1.010354	1.000000	0.007294	0.000000	66639	7125	15	66486	66486	65721	1079	0	0	0	0	0	0	0	0	0
250.394623	67301	25979	25843	25979	4.454109	0.016716	4.353311	0.016437	1.010645	1.000000	0.007478	0.000000	67147	7265	17	66975	66975	66176	1125	0	0	0	0	0	0	0	0	0
251.394623	67880	94003	93288	94003	4.474219	0.017148	4.379690	0.016853	1.010934	1.000000	0.007681	0.000000	67720	7354	17	67567	67567	66716	1164	0	0	0	0	0	0	0	0	0
252.394623	68466	162355	161054	162355	4.492244	0.017804	4.392597	0.017488	1.011321	1.000000	0.007919	0.000000	68289	7378	17	68121	68121	67247	1219	0	0	0	0	0	0	0	0	0
253.394638	68994	232305	230476	232305	4.511247	0.018132	4.410217	0.017803	1.011514	1.000000	0.008039	0.000000	68834	7442	19	68676	68676	67743	1251	0	0	0	0	0	0	0	0	0
254.394669	69572	302370	299963	302370	4.523932	0.018312	4.439233	0.017976	1.011755	1.000000	0.008212	0.000000	69388	7450	17	69229	69229	68298	1274	0	0	0	0	0	0	0	0	0
255.394684	70120	372895	369940	372895	4.532230	0.018668	4.455488	0.018320	1.011982	1.000000	0.008343	0.000000	69956	7513	15	69795	69795	68811	1309	0	0	0	0	0	0	0	0	0
256.394684	70769	443661	440057	443661	4.549167	0.019330	4.467976	0.018956	1.012489	1.000000	0.008703	0.000000	70561	7607	14	70373	70373	69401	1368	0	0	0	0	0	0	0	0	0
257.394684	71326	515815	511654	515815	4.562824	0.020455	4.494725	0.020036	1.013144	1.000000	0.009132	0.000000	71150	7670	14	70984	70984	69867	1459	0	0	0	0	0	0	0	0	0
258.394714	71928	588648	583885	588648	4.578370	0.021063	4.512492	0.020620	1.013509	1.000000	0.009385	0.000000	71746	7735	17	71588	71588	70413	1515	0	0	0	0	0	0	0	0	0
259.394714	72510	661642	656297	661642	4.593463	0.021638	4.503983	0.021171	1.013815	1.000000	0.009599	0.000000	72348	7795	19	72169	72169	70941	1569	0	0	0	0	0	0	0	0	0
260.394745	73102	28422	28197	28422	4.606098	0.022038	4.540016	0.021553	1.014131	1.000000	0.009827	0.000000	72916	7857	18	72746	72746	71491	1611	0	0	0	0	0	0	0	0	0
261.394745	73697	102468	101648	102468	4.625113	0.022837	4.532739	0.022315	1.014566	1.000000	0.010096	0.000000	73485	7877	23	73303	73303	72014	1683	0	0	0	0	0	0	0	0	0
262.394745	74267	178226	176836	178226	4.644741	0.023187	4.551678	0.022648	1.014805	1.000000	0.010268	0.000000	74058	7941	22	73867	73867	72545	1722	0	0	0	0	0	0	0	0	0
263.394745	74828	253889	251938	253889	4.663923	0.023561	4.599721	0.023007	1.014978	1.000000	0.010385	0.000000	74620	8023	21	74442	74442	73065	1763	0	0	0	0	0	0	0	0	0
264.394745	75402	330384	327859	330384	4.685751	0.024111	4.612528	0.023531	1.015358	1.000000	0.010633	0.000000	75216	8143	20	75051	75051	73584	1818	0	0	0	0	0	0	0	0	0
265.394745	76041	407341	404177	407341	4.705501	0.024421	4.632006	0.023826	1.015517	1.000000	0.010729	0.000000	75834	8236	20	75671	75671	74184	1857	0	0	0	0	0	0	0	0	0
266.394775	76683	484789	480983	484789	4.723433	0.025142	4.655553	0.024510	1.015946	1.000000	0.011016	0.000000	76474	8324	21	76276	76276	74755	1928	0	0	0	0	0	0	0	0	0
267.394775	77285	562902	558494	562902	4.744853	0.025438	4.695233	0.024791	1.016196	1.000000	0.011213	0.000000	77061	8441	20	76866	76866	75319	1966	0	0	0	0	0	0	0	0	0
268.394775	77916	641656	636617	641656	4.766736	0.026349	4.723853	0.025655	1.016696	1.000000	0.011532	0.000000	77679	8610	21	77493	77493	75863	2053	0	0	0	0	0	0	0	0	0
269.394775	78523	721161	715515	721161	4.781071	0.026833	4.715385	0.026114	1.016911	1.000000	0.011659	0.000000	78303	8701	19	78098	78098	76416	2107	0	0	0	0	0	0	0	0	0
270.394775	79091	31066	30839	31066	4.801204	0.027007	4.714069	0.026278	1.017141	1.000000	0.011828	0.000000	78880	8709	19	78693	78693	76955	2136	0	0	0	0	0	0	0	0	0
271.394775	79734	111692	110822	111692	4.820365	0.027654	4.730968	0.026889	1.017554	1.000000	0.012102	0.000000	79514	8796	21	79316	79316	77529	2205	0	0	0	0	0	0	0	0	0
272.394806	80378	192953	191439	192953	4.833375	0.028478	4.726711	0.027667	1.017892	1.000000	0.012288	0.000000	80165	8751	21	79958	79958	78089	2289	0	0	0	0	0	0	0	0	0
273.394806	80953	274829	272740	274829	4.850543	0.028906	4.741228	0.028070	1.018205	1.000000	0.012500	0.000000	80759	8842	20	80564	80564	78613	2340	0	0	0	0	0	0	0	0	0
274.394806	81593	357337	354608	357337	4.861887	0.029561	4.757147	0.028688	1.018720	1.000000	0.012868	0.000000	81381	8834	20	81148	81148	79181	2412	0	0	0	0	0	0	0	0	0
275.394806	82212	440516	437168	440516	4.878497	0.029959	4.768779	0.029062	1.018902	1.000000	0.012968	0.000000	81994	8974	20	81781	81781	79749	2463	0	0	0	0	0	0	0	0	0
276.394806	82841	524417	520440	524417	4.891841	0.030661	4.793128	0.029723	1.019255	1.000000	0.013187	0.000000	82617	9055	20	82417	82417	80301	2540	0	0	0	0	0	0	0	0	0
277.394806	83483	609086	604467	609086	4.906209	0.031623	4.784235	0.030645	1.019638	1.000000	0.013382	0.000000	83272	9163	20	83042	83042	80844	2638	1	0	0	0	0	0	0	0	0
278.394836	84094	694123	688893	694123	4.924905	0.032583	4.807082	0.031543	1.020208	1.000000	0.013750	0.000000	83864	9235	21	83646	83646	81355	2738	1	0	0	0	0	0	0	0	0
279.394836	84725	780353	774492	780353	4.936359	0.033131	4.791355	0.032029	1.020612	1.000000	0.014009	0.000000	84487	9267	21	84253	84253	81918	2807	0	0	0	0	0	0	0	0	0
280.394836	85367	33131	32831	33131	4.955650	0.033526	4.827381	0.032403	1.020949	1.000000	0.014255	0.000000	85132	9337	22	84919	84919	82505	2862	0	0	0	0	0	0	0	0	0
281.394836	85994	120505	119578	120505	4.977638	0.034130	4.844157	0.032968	1.021299	1.000000	0.014464	0.000000	85776	9366	22	85571	85571	83059	2935	0	0	0	0	0	0	0	0	0
282.394867	86643	208877	207301	208877	4.998880	0.035006	4.864920	0.033779	1.021815	1.000000	0.014785	0.000000	86418	9380	22	86218	86218	83610	3033	0	0	0	0	0	0	0	0	0
283.394867	87274	297544	295337	297544	5.014243	0.035601	4.863300	0.034332	1.022278	1.000000	0.015103	0.000000	87052	9508	21	86849	86849	84167	3107	0	0	0	0	0	0	0	0	0
284.394867	87879	387182	384370	387182	5.034013	0.036368	4.899628	0.035044	1.022747	1.000000	0.015395	0.000000	87649	9589	24	87431	87431	84683	3196	0	0	0	0	0	0	0	0	0
285.394867	88496	478288	474859	478288	5.052771	0.036883	4.912866	0.035525	1.023046	1.000000	0.015584	0.000000	88268	9746	25	88045	88045	85232	3264	0	0	0	0	0	0	0	0	0
286.394867	89099	569203	565171	569203	5.071437	0.037688	4.937961	0.036269	1.023409	1.000000	0.015788	0.000000	88866	9735	25	88653	88653	85741	3358	0	0	0	0	0	0	0	0	0
287.394867	89736	661032	656363	661032	5.088928	0.038881	4.953700	0.037368	1.024118	1.000000	0.016248	0.000000	89531	9787	26	89296	89296	86247	3489	0	0	0	0	0	0	0	0	0
288.394867	90339	753419	748147	753419	5.106742	0.039474	4.966734	0.037936	1.024518	1.000000	0.016498	0.000000	90099	9828	26	89881	89881	86774	3564	1	0	0	0	0	0	0	0	0
289.394867	90953	845633	839747	845633	5.129935	0.040416	5.012138	0.038806	1.025093	1.000000	0.016868	0.000000	90741	9966	24	90526	90526	87278	3674	1	0	0	0	0	0	0	0	0
290.394867	91649	36220	35949	36220	5.146166	0.041713	5.037654	0.040038	1.025815	1.000000	0.017303	0.000000	91431	10083	25	91212	91212	87829	3817	3	0	0	0	0	0	0	0	0
291.394867	92386	130487	129479	130487	5.158834	0.042918	5.068621	0.041187	1.026381	1.000000	0.017640	0.000000	92128	10120	25	91883	91883	88426	3955	5	0	0	0	0	0	0	0	0
292.394867	93019	225370	223729	225370	5.180737	0.043798	5.070380	0.041967	1.026989	1.000000	0.018041	0.000000	92789	10232	24	92543	92543	88949	4066	4	0	0	0	0	0	0	0	0
293.394867	93674	321387	319091	321387	5.198465	0.044292	5.083519	0.042435	1.027237	1.000000	0.018188	0.000000	93436	10288	26	93210	93210	89530	4139	5	0	0	0	0	0	0	0	0
294.394897	94336	417729	414771	417729	5.211086	0.044681	5.083478	0.042832	1.027517	1.000000	0.018382	0.000000	94085	10316	23	93838	93838	90128	4201	7	0	0	0	0	0	0	0	0
295.394897	94906	515328	511800	515328	5.231935	0.045582	5.089925	0.043698	1.028053	1.000000	0.018708	0.000000	94688	10379	24	94452	94452	90589	4308	9	0	0	0	0	0	0	0	0
296.394897	95616	613333	609095	613333	5.256547	0.045965	5.104012	0.044020	1.028327	1.000000	0.018878	0.000000	95351	10462	23	95090	95090	91229	4379	8	0	0	0	0	0	0	0	0
297.394897	96196	711767	706949	711767	5.271259	0.046790	5.123950	0.044787	1.028871	1.000000	0.019214	0.000000	95951	10555	22	95728	95728	91704	4483	9	0	0	0	0	0	0	0	0
298.394897	96916	810911	805373	810911	5.285175	0.047453	5.135334	0.045429	1.029158	1.000000	0.019370	0.000000	96675	10672	22	96409	96409	92328	4577	11	0	0	0	0	0	0	0	0
299.394897	97469	910346	904255	910346	5.306621	0.048282	5.156566	0.046200	1.029503	1.000000	0.019547	0.000000	97235	10736	22	96995	96995	92775	4682	12	0	0	0	0	0	0	0	0
300.394897	98176	38948	38686	38948	5.322401	0.048505	5.143113	0.046480	1.029628	1.000000	0.019614	0.000000	97935	10880	25	97673	97673	93430	4730	16	0	0	0	0	0	0	0	0
301.394897	98904	140550	139560	140550	5.338652	0.049290	5.160384	0.047247	1.029968	1.000000	0.019800	0.000000	98627	10898	24	98378	98378	94048	4837	19	0	0	0	0	0	0	0	0
302.394897	99540	242916	241290	242916	5.359815	0.050171	5.195364	0.047993	1.030398	1.000000	0.020044	0.000000	99295	11010	25	99027	99027	94563	4960	17	0	0	0	0	0	0	0	0
303.394897	100131	345975	343758	345975	5.379373	0.050734	5.206592	0.048640	1.030657	1.000000	0.020205	0.000000	99867	11033	27	99618	99618	95075	5032	24	0	0	0	0	0	0	0	0
304.394928	100788	449319	446445	449319	5.394224	0.051484	5.229768	0.049248	1.030992	1.000000	0.020361	0.000000	100537	11061	26	100281	100281	95620	5147	21	0	0	0	0	0	0	0	0
305.394928	101434	554181	550661	554181	5.410858	0.052231	5.235589	0.049979	1.031368	1.000000	0.020581	0.000000	101168	11215	25	100893	100893	96160	5250	24	0	0	0	0	0	0	0	0
306.394928	102044	658795	654665	658795	5.432108	0.053379	5.239815	0.051141	1.031916	1.000000	0.020879	0.000000	101794	11314	26	101509	101509	96628	5385	31	0	0	0	0	0	0	0	0
307.394928	102729	764440	759625	764440	5.448052	0.053928	5.259270	0.051607	1.032228	1.000000	0.021075	0.000000	102470	11452	25	102191	102191	97219	5480	30	0	0	0	0	0	0	0	0
308.394928	103428	871382	865868	871382	5.465415	0.054888	5.259546	0.052493	1.032587	1.000000	0.021245	0.000000	103157	11563	25	102891	102891	97783	5613	32	0	0	0	0	0	0	0	0
309.394928	104085	977998	971827	977998	5.487313	0.055666	5.283984	0.053083	1.033046	1.000000	0.021499	0.000000	103824	11565	26	103581	103581	98318	5740	27	0	0	0	0	0	0	0	0
310.394958	104748	41148	40905	41148	5.498005	0.056192	5.292414	0.053679	1.033343	1.000000	0.021700	0.000000	104476	11589	25	104209	104209	98896	5818	34	0	0	0	0	0	0	0	0
311.394958	105471	150495	149529	150495	5.513724	0.056726	5.314123	0.054194	1.033665	1.000000	0.021888	0.000000	105192	11669	24	104897	104897	99524	5911	36	0	0	0	0	0	0	0	0
312.394958	106155	260411	258761	260411	5.538250	0.057840	5.345228	0.055384	1.034148	1.000000	0.022154	0.000000	105866	11798	26	105622	105622	100062	6046	47	0	0	0	0	0	0	0	0
313.394989	106848	370953	368610	370953	5.555789	0.058391	5.357552	0.055883	1.034413	1.000000	0.022295	0.000000	106591	11929	27	106315	106315	100657	6143	48	0	0	0	0	0	0	0	0
314.394989	107522	481623	478606	481623	5.572813	0.059392	5.390125	0.056773	1.034849	1.000000	0.022532	0.000000	107259	11948	29	106980	106980	101185	6288	49	0	0	0	0	0	0	0	0
315.394989	108280	593308	589533	593308	5.588493	0.060482	5.390063	0.057907	1.035252	1.000000	0.022729	0.000000	108022	11976	28	107708	107708	101790	6431	59	0	0	0	0	0	0	0	0
316.394989	108911	705766	701360	705766	5.608515	0.061481	5.413939	0.058857	1.035806	1.000000	0.023051	0.000000	108640	12114	30	108379	108379	102278	6570	63	0	0	0	0	0	0	0	0
317.394989	109666	818933	813772	818933	5.626329	0.061934	5.433018	0.059068	1.036155	1.000000	0.023234	0.000000	109413	12177	27	109124	109124	102927	6686	53	0	0	0	0	0	0	0	0
318.394989	110393	932629	926741	932629	5.645992	0.062495	5.448123	0.059550	1.036598	1.000000	0.023501	0.000000	110099	12204	26	109837	109837	103547	6793	53	0	0	0	0	0	0	0	0
319.394989	111137	1047432	1040800	1047432	5.660419	0.063363	5.456492	0.060298	1.037056	1.000000	0.023759	0.000000	110858	12314	26	110566	110566	104148	6936	53	0	0	0	0	0	0	0	0
320.394989	111827	44537	44244	44537	5.675991	0.064081	5.492287	0.060991	1.037501	1.000000	0.024044	0.000000	111526	12334	26	111254	111254	104718	7052	57	0	0	0	0	0	0	0	0
321.394989	112569	160802	159767	160802	5.696550	0.065062	5.520229	0.061897	1.037887	1.000000	0.024238	0.000000	112287	12436	29	111996	111996	105305	7204	60	0	0	0	0	0	0	0	0
322.394989	113303	277632	275863	277632	5.715921	0.066062	5.532781	0.062832	1.038442	1.000000	0.024570	0.000000	113014	12499	27	112715	112715	105882	7357	64	0	0	0	0	0	0	0	0
323.394989	114007	395692	393219	395692	5.738560	0.066777	5.523307	0.063613	1.038787	1.000000	0.024766	0.000000	113724	12623	27	113432	113432	106468	7465	74	0	0	0	0	0	0	0	0
324.395020	114739	515058	511853	515058	5.756604	0.067231	5.562306	0.064143	1.039026	1.000000	0.024924	0.000000	114448	12739	26	114156	114156	107107	7550	82	0	0	0	0	0	0	0	0
325.395020	115478	635077	631133	635077	5.770363	0.067926	5.567970	0.064814	1.039327	1.000000	0.025073	0.000000	115180	12799	29	114891	114891	107721	7670	87	0	0	0	0	0	0	0	0
326.395020	116240	756211	751505	756211	5.786218	0.068961	5.562707	0.065804	1.039865	1.000000	0.025380	0.000000	115944	12913	30	115643	115643	108317	7830	93	0	0	0	0	0	0	0	0
327.395020	116993	877678	872219	877678	5.806681	0.069551	5.571415	0.066359	1.040231	1.000000	0.025608	0.000000	116691	13087	27	116409	116409	108952	7945	96	0	0	0	0	0	0	0	0
328.395020	117803	999909	993640	999909	5.825420	0.069642	5.582604	0.066494	1.040428	1.000000	0.025749	0.000000	117498	13137	28	117189	117189	109699	8004	100	0	0	0	0	0	0	0	0
329.395020	118580	1123622	1116576	1123622	5.839391	0.070315	5.577098	0.067090	1.040831	1.000000	0.025949	0.000000	118284	13253	30	117952	117952	110344	8134	102	0	0	0	0	0	0	0	0
330.395050	119357	48075	47762	48075	5.857847	0.071458	5.601820	0.068105	1.041444	1.000000	0.026285	0.000000	119042	13399	30	118709	118709	110933	8319	105	0	0	0	0	0	0	0	0
331.395050	120061	172937	171920	172937	5.880711	0.072288	5.619599	0.068995	1.041878	1.000000	0.026530	0.000000	119757	13468	29	119441	119441	111498	8447	116	0	0	0	0	0	0	0	0
332.395050	120793	298383	296634	298383	5.896509	0.073696	5.640066	0.070351	1.042495	1.000000	0.026853	0.000000	120458	13634	31	120150	120150	112017	8650	126	0	0	0	0	0	0	0	0
333.395050	121554	424856	422346	424856	5.916918	0.074403	5.641361	0.071072	1.042867	1.000000	0.027069	0.000000	121249	13643	34	120916	120916	112644	8776	134	0	0	0	0	0	0	0	0
334.395050	122312	551946	548678	551946	5.933702	0.075152	5.664093	0.071832	1.043189	1.000000	0.027233	0.000000	121994	13702	33	121693	121693	113262	8908	142	0	0	0	0	0	0	0	0
335.395050	123068	679596	675572	679596	5.952262	0.076332	5.686519	0.073078	1.043682	1.000000	0.027500	0.000000	122761	13841	35	122414	122414	113832	9078	158	0	0	0	0	0	0	0	0
336.395050	123871	808500	803673	808500	5.975547	0.076822	5.711245	0.073628	1.043942	1.000000	0.027673	0.000000	123539	14019	37	123219	123219	114523	9180	168	0	0	0	0	0	0	0	0
337.395050	124662	938668	933050	938668	5.992034	0.077506	5.729136	0.074414	1.044265	1.000000	0.027845	0.000000	124345	14090	37	124013	124013	115182	9298	182	0	0	0	0	0	0	0	0
338.395050	125470	1069505	1063079	1069505	6.014816	0.078258	5.741246	0.075005	1.044614	1.000000	0.027999	0.000000	125163	14214	36	124801	124801	115831	9459	180	0	0	0	0	0	0	0	0
339.395081	126197	1200608	1193455	1200608	6.028828	0.078956	5.750411	0.075589	1.045022	1.000000	0.028225	0.000000	125844	14257	34	125578	125578	116414	9602	181	0	0	0	0	0	0	0	0
340.395050	127004	51259	50945	51259	6.044683	0.079871	5.768735	0.076665	1.045503	1.000000	0.028508	0.000000	126667	14412	36	126332	126332	117061	9742	201	0	0	0	0	0	0	0	0
341.395081	127750	184370	183310	184370	6.060180	0.080611	5.790545	0.077515	1.045883	1.000000	0.028741	0.000000	127419	14518	36	127086	127086	117669	9864	217	0	0	0	0	0	0	0	0
342.395081	128503	318482	316669	318482	6.078800	0.081625	5.815316	0.078624	1.046401	1.000000	0.029049	0.000000	128157	14626	36	127842	127842	118249	10019	235	0	0	0	0	0	0	0	0
343.395081	129399	453498	450789	453498	6.092605	0.082628	5.816630	0.079901	1.046916	1.000000	0.029349	0.000000	129048	14687	35	128681	128681	118972	10162	265	0	0	0	0	0	0	0	0
