0	0	0	0	0	0	0	73	73	0	0	160	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	147	147	73	0	0	0	0	0	0	0	0	0	0	184	0	0	0
0	0	0	0	0	0	147	147	73	0	0	0	59	0	0	0	0	0	208	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	0	0	0	0	0	0
0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
0	62	131	0	0	0	0	0	0	0	0	0	0	187	0	60	0	0	0	0	212	0	0
62	131	0	0	0	0	0	0	0	0	0	0	196	0	0	0	60	0	0	0	154	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	135	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	17	17	17	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	130	173	0	99	0	0	0	32	32	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	117	0	0
0	152	0	0	0	0	0	0	94	0	0	0	0	0	0	0	26	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	26	140	26	26	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	26	174	26	26	0	0	0	0	0	0
