Population	Parent	Identity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	AlleleCount
764	0	0	0	0	1	0	1.000000	1.000000	0.000000	1028
0	0	1	0	0	1	1	1.000000	1.000000	0.047689	3
0	0	2	1	0	1	0	1.021382	1.000000	0.053459	2
11	0	91	0	0	1	1	1.000000	1.000000	2.013009	13
4	0	382	0	0	0	1	1.000000	1.000000	9.040845	4
2	0	39	1	0	0	0	1.069055	1.000000	0.861983	1
4	0	7	0	0	1	1	1.000000	1.000000	0.129322	3
4	0	9	1	0	1	0	1.005580	1.000000	0.186498	11
2	0	93	0	0	0	1	1.000000	1.000000	2.024430	3
2	0	391	1	0	0	0	1.052368	1.000000	9.535448	2
1	0	402	0	0	0	1	1.000000	1.000000	9.917761	7
3	0	15	1	0	0	0	1.002436	1.000000	0.294935	12
1	0	29	1	0	1	0	1.088829	1.000000	0.571558	8
11	0	18	1	0	1	0	1.009350	1.000000	0.339325	2
9	0	156	1	0	1	0	1.018757	1.000000	3.625012	2
3	0	259	1	0	1	0	1.018351	1.000000	6.036741	9
8	32	188	2	0	1	0	1.026308	1.000000	4.494597	1
12	0	26	1	0	1	0	1.072143	1.000000	0.461164	8
0	0	32	1	0	1	0	1.008142	1.000000	0.656619	8
4	0	172	0	0	0	1	1.000000	1.000000	4.029997	1
3	0	324	1	0	0	0	1.041410	1.000000	7.662569	2
1	24	36	0	0	0	2	1.000000	1.000000	0.778140	1
1	0	341	1	0	0	0	1.013768	1.000000	7.986604	2
1	0	44	0	0	1	1	1.000000	1.000000	1.013142	5
6	0	45	0	0	1	1	1.000000	1.000000	1.018759	3
0	0	336	0	0	1	1	1.000000	1.000000	7.817095	2
2	0	291	0	0	1	1	1.000000	1.000000	6.650899	6
2	0	231	0	0	0	1	1.000000	1.000000	5.455563	1
1	0	318	1	0	0	0	1.004702	1.000000	7.483643	3
1	108	111	0	0	0	2	1.000000	1.000000	2.507623	1
6	1	104	1	0	1	1	1.011742	1.000000	2.326978	1
5	0	190	0	0	1	1	1.000000	1.000000	4.521193	1
1	0	376	1	0	0	0	1.008361	1.000000	8.894980	1
1	45	109	1	0	0	1	1.076843	1.000000	2.492829	2
6	0	252	1	0	1	0	1.029479	1.000000	5.963398	3
0	0	108	0	0	1	1	1.000000	1.000000	2.389757	3
1	0	384	0	0	0	1	1.000000	1.000000	9.079602	1
0	0	70	1	0	1	0	1.003183	1.000000	1.537685	1
1	0	79	0	0	0	1	1.000000	1.000000	1.790421	1
0	0	338	0	0	0	1	1.000000	1.000000	7.903071	3
0	176	395	2	0	0	0	1.096858	1.000000	9.653296	1
1	0	164	1	0	0	0	1.015047	1.000000	3.929652	2
0	0	86	0	0	1	1	1.000000	1.000000	1.893624	3
1	0	242	0	0	0	1	1.000000	1.000000	5.709448	1
2	0	311	1	0	0	0	1.100271	1.000000	7.346403	4
6	8	90	2	0	1	0	1.042168	1.000000	1.949303	3
2	0	302	1	0	1	0	1.000248	1.000000	7.024361	1
2	0	365	1	0	0	0	1.004521	1.000000	8.651788	1
0	0	127	0	0	1	1	1.000000	1.000000	2.922304	2
0	0	372	1	0	0	0	1.036261	1.000000	8.823212	4
3	0	319	0	0	0	1	1.000000	1.000000	7.525538	1
5	0	130	1	0	1	0	1.094172	1.000000	2.984697	1
0	0	176	1	0	1	0	1.053207	1.000000	4.123500	2
3	2	136	2	0	0	0	1.036465	1.000000	3.027824	1
1	0	404	1	0	0	0	1.000511	1.000000	9.947878	1
3	0	187	0	0	0	1	1.000000	1.000000	4.481099	1
1	0	163	0	0	0	1	1.000000	1.000000	3.926811	2
1	0	180	0	0	0	1	1.000000	1.000000	4.186954	1
5	0	326	0	0	0	1	1.000000	1.000000	7.707582	5
1	0	393	1	0	0	0	1.004565	1.000000	9.554898	1
1	0	313	0	0	0	1	1.000000	1.000000	7.386644	1
3	0	351	0	0	0	1	1.000000	1.000000	8.268871	3
1	0	386	1	0	0	0	1.012513	1.000000	9.182055	1
1	127	247	1	0	0	1	1.124766	1.000000	5.850119	1
3	0	340	1	0	0	0	1.037372	1.000000	7.966660	3
1	0	373	0	0	0	1	1.000000	1.000000	8.869623	1
1	0	213	1	0	1	1	1.143297	1.000000	4.896825	1
1	0	390	1	0	0	0	1.052521	1.000000	9.291037	1
2	0	261	0	0	1	1	1.000000	1.000000	6.057632	2
1	0	246	1	0	0	0	1.097036	1.000000	5.810978	1
1	0	202	0	0	0	1	1.000000	1.000000	4.639866	1
4	0	203	0	0	0	1	1.000000	1.000000	4.658638	4
2	0	217	0	0	0	1	1.000000	1.000000	4.983365	2
2	0	352	0	0	0	1	1.000000	1.000000	8.282658	2
1	0	262	0	0	0	1	1.000000	1.000000	6.069594	1
3	0	263	1	0	0	1	1.052801	1.000000	6.082183	3
1	0	339	0	0	0	1	1.000000	1.000000	7.940610	1
3	0	267	1	0	0	0	1.179412	1.000000	6.161073	3
3	0	273	0	0	0	1	1.000000	1.000000	6.271198	3
2	44	329	0	0	1	2	1.000000	1.000000	7.741273	2
1	0	397	0	0	0	1	1.000000	1.000000	9.698411	1
5	0	282	0	0	1	1	1.000000	1.000000	6.444619	7
1	0	285	0	0	1	1	1.000000	1.000000	6.497297	1
4	0	332	0	0	0	1	1.000000	1.000000	7.757679	4
2	90	294	3	0	0	0	1.094867	1.000000	6.661632	2
3	0	295	1	0	0	0	1.020038	1.000000	6.683539	3
3	0	383	0	0	0	1	1.000000	1.000000	9.071465	3
1	0	301	1	0	0	0	1.020584	1.000000	7.005147	1
3	0	303	1	0	0	0	1.013627	1.000000	7.055418	3
1	29	350	2	0	0	0	1.114267	1.000000	8.266741	1
1	0	317	1	0	0	0	1.036708	1.000000	7.480148	1
2	0	320	1	0	0	0	1.030566	1.000000	7.551497	2
2	0	321	1	0	0	0	1.043342	1.000000	7.560709	2
1	0	389	0	0	0	1	1.000000	1.000000	9.274357	1
1	0	334	0	0	0	1	1.000000	1.000000	7.793436	1
1	0	392	1	0	0	0	1.035808	1.000000	9.541119	1
1	0	342	0	0	0	1	1.000000	1.000000	8.053938	1
1	0	343	1	0	0	0	1.065512	1.000000	8.118895	1
4	291	344	1	0	0	1	1.129748	1.000000	8.134603	4
2	0	353	0	0	0	1	1.000000	1.000000	8.289725	2
1	0	354	1	0	0	0	1.077545	1.000000	8.331741	1
2	282	403	0	0	0	2	1.000000	1.000000	9.939389	2
2	0	356	1	0	0	0	1.088009	1.000000	8.403044	2
1	0	358	1	0	0	0	1.033283	1.000000	8.452090	1
1	190	385	0	0	0	2	1.000000	1.000000	9.097805	1
2	0	364	1	0	0	0	1.018318	1.000000	8.593512	2
2	0	370	0	0	0	1	1.000000	1.000000	8.771739	2
1	104	368	1	0	0	2	1.011742	1.000000	8.731624	1
2	0	371	0	0	0	1	1.000000	1.000000	8.785450	2
1	0	374	0	0	0	1	1.000000	1.000000	8.870505	1
1	302	378	1	0	0	1	1.000248	1.000000	8.911789	1
2	0	394	0	0	0	1	1.000000	1.000000	9.592779	2
