Population	Parent	Identity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	AlleleCount
761	0	0	0	0	1	0	1.000000	0.707107	0.000000	1060
1	0	1	1	0	1	0	1.057920	0.707107	0.052015	3
2	333	413	0	0	0	2	1.000000	0.707107	9.723041	1
3	0	267	1	0	0	0	1.003605	0.707107	6.143663	4
3	0	114	0	0	0	1	1.000000	0.707107	2.759601	1
1	0	313	1	0	0	0	1.036733	0.707107	7.534238	3
4	0	8	1	0	1	0	1.034236	0.707107	0.258093	1
3	0	250	1	0	1	0	1.127379	0.707107	5.804044	2
1	0	404	0	0	0	1	1.000000	0.707107	9.449170	8
0	3	11	2	0	1	0	1.223658	0.707107	0.268847	1
2	0	281	1	0	0	1	1.052801	0.707107	6.582324	1
12	0	14	0	0	1	1	1.000000	0.707107	0.338063	6
1	0	144	0	0	0	1	1.000000	0.707107	3.501079	3
6	0	268	0	0	0	1	1.000000	0.707107	6.199327	13
8	0	152	1	0	1	0	1.029965	0.707107	3.674491	6
3	0	173	1	0	0	0	1.138693	0.707107	4.100984	12
0	0	33	0	0	1	1	1.000000	0.707107	0.869881	4
3	0	188	1	0	0	0	1.012010	0.707107	4.449750	9
12	0	24	1	0	1	0	1.065674	0.707107	0.595963	2
6	0	25	0	0	0	1	1.000000	0.707107	0.621244	1
2	0	391	0	0	0	1	1.000000	0.707107	9.213770	8
1	0	140	0	0	0	1	1.000000	0.707107	3.339586	3
1	0	34	0	0	0	1	1.000000	0.707107	0.882588	4
0	0	44	0	0	1	1	1.000000	0.707107	1.091148	1
1	225	400	2	0	0	0	1.191213	0.707107	9.422640	1
1	0	172	0	0	0	2	1.000000	0.707107	4.064517	1
1	0	191	0	0	1	1	1.000000	0.707107	4.488701	9
10	0	55	1	0	1	0	1.200993	0.707107	1.401155	3
4	0	232	1	0	0	0	1.028432	0.707107	5.459411	6
0	0	284	0	0	1	1	1.000000	0.707107	6.634773	5
1	0	113	1	0	1	0	1.130120	0.707107	2.620438	2
9	0	198	1	0	1	0	1.025087	0.707107	4.660004	7
2	1	389	2	0	0	0	1.372319	0.707107	9.163837	1
0	0	190	1	0	1	0	1.068977	0.707107	4.469622	3
1	24	66	1	0	0	1	1.065674	0.707107	1.606550	1
0	0	155	1	0	1	0	1.031871	0.707107	3.707963	1
1	0	371	1	0	0	0	1.045558	0.707107	8.749805	4
3	0	221	0	0	1	1	1.000000	0.707107	5.167580	7
1	284	379	1	0	0	1	1.103358	0.707107	8.926681	1
2	0	312	0	0	0	1	1.000000	0.707107	7.515144	3
1	218	286	1	0	1	1	1.027094	0.707107	6.669905	1
3	0	80	1	0	1	0	1.214778	0.707107	1.949910	2
0	0	139	0	0	1	1	1.000000	0.707107	3.320839	3
0	0	153	1	0	1	0	1.025075	0.707107	3.677144	1
0	0	218	1	0	1	0	1.027094	0.707107	5.104391	2
8	0	96	0	0	1	1	1.000000	0.707107	2.277094	1
5	0	376	0	0	0	1	1.000000	0.707107	8.839993	1
9	0	92	1	0	1	0	1.026968	0.707107	2.229193	2
1	0	210	0	0	0	1	1.000000	0.707107	4.992804	1
