0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	183	0	16	16
0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	16	0
0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0
0	0	1	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	185	16	0
0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0
193	0	0	0	0	0	0	0	0	0	0	0	0	0	101	101	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	75
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	87	0	75
0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	147	147	75
0	0	0	0	0	0	0	0	0	0	0	212	0	0	18	0	0	0	0	0	0	0	0
0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0
0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0
0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	188	27	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
0	0	0	0	0	0	0	0	0	143	0	67	0	0	0	0	0	0	0	0	0	0	0
0	0	115	58	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	0
0	0	115	0	0	153	0	118	0	0	0	95	95	0	0	0	0	0	0	0	158	0	0
