0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	42	42	42	42	142	42	175
191	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	4	4	3	3	46	46	46	142	42	0
0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	133	133	3	46	46	46	0	0	0
0	0	186	0	0	0	0	0	0	15	15	15	15	0	0	0	0	198	0	0	0	0	0	3	3	146	0	46	0	0	0	0
0	0	0	0	0	0	0	0	0	15	15	15	0	15	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	126	126	15	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	143	143	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	162	162	0	0	0	0
0	0	152	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
0	0	152	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	0	0	189
0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	60	0	0	155	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	60	60	0	0	0	0	0	0	0	130	130	0	0
0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	87	87	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	118	0	0	0	0	0	0	87	87	87	0	0	0	0	0	165	0
0	0	0	0	0	0	0	0	0	0	0	0	118	118	118	0	0	0	0	0	0	87	87	0	0	0	0	0	0	0	165	0
116	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	158	158	0	0	0	165	165
157	180	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	124	124	0	0	0	0	0	0
157	180	192	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
170	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	70	70	70	62	0	0	0	0	0	0	0	173	164	0	0	0	0	0	0	0	196	0	0	0	0	0
0	0	0	0	0	70	70	70	62	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	147	0	0	0	0
0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	147	0	0	0	0
0	0	0	0	194	0	0	0	0	0	0	0	0	181	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	148	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	159	148	0	0	0	0
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	159	159	0	0	0	0
